# Wavelength	Transmission
1.447601	0.5249279
1.447603	0.6357911
1.44799	0.6354229
1.448377	0.6350548
1.448379	0.7459179
1.448766	0.7455498
1.449154	0.7451817
1.449541	0.7448136
1.449543	0.8556767
1.44993	0.8553086
1.450318	0.8549405
1.450319	0.9658036
1.450707	0.9654355
1.451094	0.9650674
1.451096	1.07593
1.451483	1.075562
1.451485	1.186425
1.451872	1.186057
1.45226	1.185689
1.452261	1.296552
1.452649	1.296184
1.453036	1.295816
1.453038	1.406679
1.453425	1.406311
1.453427	1.517174
1.453814	1.516806
1.453816	1.627669
1.454203	1.627301
1.454205	1.738164
1.454593	1.737796
1.454594	1.848659
1.454982	1.848291
1.454983	1.959154
1.455371	1.958786
1.455758	1.958418
1.45576	2.069281
1.455762	2.180144
1.456149	2.179776
1.456151	2.290639
1.456538	2.290271
1.45654	2.401134
1.456541	2.511997
1.456929	2.511629
1.456931	2.622492
1.457318	2.622124
1.45732	2.732987
1.457707	2.732619
1.457709	2.843482
1.45771	2.954346
1.458098	2.953977
1.4581	3.064841
1.458489	3.175336
1.45849	3.286199
1.458878	3.285831
1.458881	3.507557
1.458883	3.61842
1.45927	3.618052
1.459272	3.728915
1.459274	3.839778
1.459661	3.83941
1.459664	4.061136
1.460052	4.060768
1.460055	4.282494
1.460443	4.282126
1.460446	4.503852
1.460448	4.614715
1.460835	4.614347
1.460839	4.836074
1.46084	4.946937
1.461228	4.946569
1.461229	5.057432
1.461231	5.168295
1.461619	5.167927
1.461622	5.389653
1.462009	5.389285
1.462013	5.611011
1.462015	5.721874
1.462402	5.721506
1.462407	6.054095
1.462409	6.164958
1.462796	6.16459
1.462801	6.49718
1.462803	6.608043
1.46319	6.607675
1.463197	7.051127
1.463199	7.16199
1.463586	7.161622
1.463593	7.605075
1.463595	7.715938
1.463982	7.71557
1.463987	8.048159
1.463989	8.159022
1.464377	8.158654
1.46438	8.38038
1.464382	8.491243
1.464769	8.490875
1.464774	8.823464
1.465162	8.823096
1.465172	9.488275
1.465174	9.599138
1.465561	9.59877
1.465564	9.820496
1.465566	9.931359
1.465954	9.930991
1.46596	10.37444
1.465964	10.59617
1.466351	10.5958
1.466362	11.26098
1.466363	11.37184
1.466365	11.48271
1.466752	11.48234
1.466759	11.92579
1.466763	12.14752
1.466764	12.25838
1.467152	12.25801
1.467155	12.47974
1.467157	12.5906
1.467544	12.59023
1.467548	12.81196
1.467549	12.92282
1.467937	12.92245
1.467945	13.47677
1.467947	13.58763
1.468335	13.58727
1.468343	14.14158
1.468345	14.25244
1.468732	14.25208
1.468742	14.91725
1.468744	15.02812
1.468746	15.13898
1.469133	15.13861
1.469142	15.69293
1.469144	15.80379
1.469145	15.91465
1.469533	15.91429
1.46954	16.35774
1.469543	16.57946
1.46993	16.5791
1.469939	17.13341
1.469942	17.35514
1.47033	17.35477
1.470335	17.68736
1.470337	17.79822
1.470724	17.79785
1.470729	18.13044
1.470731	18.24131
1.471118	18.24094
1.471127	18.79525
1.471129	18.90612
1.471516	18.90575
1.471528	19.68179
1.47153	19.79265
1.471917	19.79229
1.471924	20.23574
1.471926	20.3466
1.472313	20.34623
1.47232	20.78969
1.472323	21.01141
1.472325	21.12228
1.472712	21.12191
1.472721	21.67622
1.472724	21.89795
1.473112	21.89758
1.47312	22.4519
1.473122	22.56276
1.47351	22.56239
1.473516	23.00584
1.473518	23.11671
1.47352	23.22757
1.473907	23.2272
1.473912	23.55979
1.473914	23.67065
1.473916	23.78152
1.474303	23.78115
1.47431	24.2246
1.474697	24.22423
1.474708	24.88941
1.474709	25.00028
1.475097	24.99991
1.475105	25.55422
1.475493	25.55386
1.475501	26.10817
1.475503	26.21903
1.47589	26.21867
1.475901	26.88384
1.475903	26.99471
1.475904	27.10557
1.476292	27.1052
1.476298	27.54866
1.476686	27.54829
1.476691	27.88088
1.476693	27.99174
1.476694	28.1026
1.477082	28.10223
1.477089	28.54569
1.47709	28.65655
1.477478	28.65618
1.47749	29.43222
1.477492	29.54309
1.477879	29.54272
1.477888	30.09703
1.477889	30.2079
1.477891	30.31876
1.478278	30.31839
1.478285	30.76184
1.478673	30.76148
1.478685	31.53752
1.47869	31.87011
1.479077	31.86974
1.479086	32.42406
1.479473	32.42369
1.47948	32.86714
1.479482	32.978
1.479869	32.97763
1.479876	33.42109
1.479878	33.53195
1.480265	33.53158
1.480275	34.19676
1.480663	34.19639
1.480675	34.97243
1.480678	35.19416
1.481066	35.19379
1.481078	35.96983
1.481079	36.0807
1.481467	36.08033
1.48148	36.96723
1.481482	37.0781
1.481869	37.07773
1.481885	38.0755
1.481887	38.18636
1.481888	38.29722
1.482276	38.29686
1.48229	39.18376
1.482677	39.18339
1.482687	39.84857
1.482689	39.95943
1.483076	39.95907
1.48308	40.18079
1.483081	40.29166
1.483469	40.29129
1.483474	40.62388
1.483861	40.62351
1.483879	41.73214
1.483884	42.06473
1.484271	42.06436
1.484288	43.17299
1.484676	43.17262
1.484693	44.28125
1.484695	44.39212
1.484696	44.50298
1.485084	44.50261
1.485103	45.72211
1.485104	45.83297
1.485106	45.94383
1.485493	45.94347
1.485505	46.71951
1.485509	46.94123
1.485896	46.94087
1.485906	47.60604
1.485908	47.71691
1.486296	47.71654
1.486308	48.49258
1.486695	48.49221
1.486707	49.26825
1.486709	49.37912
1.487096	49.37875
1.487113	50.48738
1.487115	50.59824
1.487502	50.59788
1.487523	51.92823
1.487525	52.0391
1.487526	52.14996
1.487914	52.14959
1.487936	53.59081
1.487938	53.70167
1.48794	53.81254
1.488327	53.81217
1.488344	54.9208
1.488346	55.03166
1.488733	55.0313
1.488745	55.80734
1.488749	56.02906
1.489136	56.0287
1.48915	56.9156
1.489151	57.02646
1.489539	57.0261
1.489563	58.57818
1.48995	58.57781
1.489964	59.46472
1.489966	59.57558
1.490353	59.57521
1.490374	60.90557
1.490377	61.12729
1.490765	61.12693
1.490785	62.45728
1.490787	62.56815
1.491174	62.56778
1.491191	63.67641
1.491193	63.78727
1.491581	63.7869
1.491594	64.67381
1.491982	64.67344
1.491997	65.67121
1.491999	65.78207
1.492386	65.7817
1.492403	66.89034
1.492405	67.0012
1.492792	67.00083
1.492811	68.22032
1.493199	68.21996
1.493216	69.32859
1.493603	69.32822
1.493617	70.21512
1.493619	70.32599
1.49362	70.43685
1.494008	70.43648
1.494027	71.65598
1.494414	71.65561
1.494431	72.76424
1.494819	72.76387
1.494832	73.65078
1.494834	73.76164
1.495222	73.76127
1.495232	74.42645
1.495234	74.53731
1.495621	74.53695
1.49563	75.09126
1.495631	75.20212
1.496019	75.20176
1.496031	75.9778
1.496032	76.08866
1.49642	76.08829
1.496433	76.9752
1.496435	77.08606
1.496823	77.08569
1.496836	77.9726
1.496838	78.08346
1.497225	78.08309
1.497243	79.19172
1.497244	79.30259
1.497632	79.30222
1.497642	79.9674
1.497644	80.07826
1.498031	80.07789
1.498036	80.41048
1.49804	80.63221
1.498427	80.63184
1.498432	80.96443
1.498434	81.07529
1.498821	81.07492
1.498823	81.18579
1.49921	81.18542
1.499217	81.62887
1.499219	81.73973
1.499606	81.73937
1.499615	82.29368
1.500002	82.29331
1.500018	83.29108
1.500405	83.29071
1.500417	84.06676
1.500419	84.17762
1.500806	84.17725
1.500813	84.6207
1.501201	84.62034
1.501206	84.95292
1.501207	85.06379
1.501595	85.06342
1.501598	85.28515
1.501986	85.28478
1.501987	85.39564
1.501989	85.5065
1.502376	85.50614
1.50238	85.72786
1.502382	85.83873
1.502769	85.83836
1.502774	86.17095
1.503161	86.17058
1.503167	86.50317
1.503554	86.5028
1.503559	86.83539
1.503561	86.94625
1.503948	86.94588
1.50395	87.05675
1.503952	87.16761
1.504339	87.16724
1.504341	87.27811
1.504728	87.27774
1.50473	87.3886
1.504732	87.49946
1.505119	87.4991
1.505121	87.60996
1.505508	87.60959
1.505895	87.60922
1.505897	87.72009
1.506285	87.71972
1.506286	87.83058
1.506674	87.83021
1.506675	87.94108
1.506677	88.05194
1.507064	88.05157
1.507066	88.16243
1.507454	88.16207
1.507455	88.27293
1.507843	88.27256
1.50823	88.27219
1.508617	88.27182
1.508619	88.38269
1.509006	88.38232
1.509008	88.49318
1.509396	88.49281
1.509397	88.60368
1.509785	88.60331
1.509786	88.71417
1.510174	88.7138
1.510175	88.82467
1.510563	88.8243
1.51095	88.82393
1.511338	88.82356
1.511725	88.82319
1.511727	88.93406
1.512114	88.93369
1.512116	89.04455
1.512503	89.04418
1.512891	89.04382
1.512892	89.15468
1.51328	89.15431
1.513667	89.15394
1.514053	89.04271
1.51444	89.04234
1.514827	89.04198
1.515215	89.04161
1.515602	89.04124
1.515604	89.1521
1.515606	89.26297
1.515993	89.2626
1.515995	89.37346
1.516382	89.37309
1.516384	89.48396
1.516771	89.48359
1.517157	89.37236
1.517544	89.37199
1.51793	89.26076
1.518317	89.26039
1.518319	89.37125
1.518706	89.37088
1.518708	89.48175
1.519095	89.48138
1.519097	89.59224
1.519485	89.59187
1.519872	89.59151
1.519874	89.70237
1.519875	89.81323
1.520263	89.81286
1.520647	89.59077
1.521034	89.5904
1.52142	89.47917
1.521805	89.36794
1.522191	89.25671
1.522577	89.14548
1.522962	89.03425
1.522964	89.14511
1.523346	88.81215
1.523732	88.70092
1.524118	88.58969
1.524505	88.58932
1.524889	88.36723
1.525276	88.36686
1.525659	88.0339
1.526046	88.03353
1.526432	87.9223
1.526433	88.03316
1.526815	87.70021
1.527203	87.69984
1.527589	87.58861
1.527972	87.36651
1.52836	87.36615
1.528362	87.47701
1.528742	87.03319
1.529126	86.81109
1.529512	86.69986
1.529513	86.81073
1.529515	86.92159
1.529894	86.3669
1.53028	86.25567
1.530663	86.03358
1.531047	85.81148
1.531049	85.92235
1.531051	86.03321
1.53143	85.47853
1.531815	85.3673
1.532199	85.1452
1.532585	85.03397
1.532587	85.14483
1.532965	84.59015
1.533351	84.47892
1.533737	84.36769
1.533738	84.47855
1.534119	84.03473
1.534505	83.9235
1.534887	83.59054
1.535273	83.47931
1.535274	83.59017
1.535655	83.14635
1.536042	83.14598
1.536426	82.92389
1.536428	83.03475
1.536808	82.59093
1.537194	82.4797
1.537578	82.25761
1.53796	81.92465
1.538346	81.81342
1.538347	81.92428
1.538349	82.03514
1.538728	81.48046
1.53873	81.59132
1.538731	81.70219
1.539112	81.25837
1.539498	81.14714
1.539882	80.92504
1.540269	80.92467
1.540655	80.81344
1.540656	80.92431
1.541037	80.48048
1.541424	80.48012
1.541426	80.59098
1.541808	80.25802
1.542195	80.25765
1.542581	80.14642
1.542969	80.14605
1.543354	80.03482
1.54374	79.92359
1.544127	79.92322
1.544513	79.81199
1.5449	79.81162
1.544902	79.92249
1.545284	79.58953
1.545672	79.58916
1.546059	79.58879
1.546061	79.69966
1.546448	79.69929
1.546835	79.69892
1.547223	79.69855
1.547224	79.80942
1.547612	79.80905
1.547998	79.69782
1.548001	79.91954
1.548388	79.91917
1.54839	80.03004
1.548777	80.02967
1.549165	80.0293
1.549552	80.02893
1.549554	80.1398
1.549941	80.13943
1.550329	80.13906
1.550716	80.13869
1.551103	80.13832
1.551105	80.24919
1.551493	80.24882
1.55188	80.24845
1.551882	80.35931
1.552269	80.35895
1.552271	80.46981
1.552658	80.46944
1.55266	80.5803
1.553047	80.57994
1.553049	80.6908
1.553436	80.69043
1.553438	80.80129
1.553825	80.80093
1.553829	81.02265
1.554216	81.02228
1.554218	81.13315
1.55422	81.24401
1.554607	81.24364
1.554609	81.35451
1.554996	81.35414
1.554998	81.465
1.555385	81.46463
1.555389	81.68636
1.555776	81.68599
1.555778	81.79685
1.556165	81.79649
1.556167	81.90735
1.556169	82.01821
1.556556	82.01784
1.556558	82.12871
1.556945	82.12834
1.556947	82.2392
1.557334	82.23883
1.557336	82.3497
1.557723	82.34933
1.557725	82.46019
1.558112	82.45982
1.558114	82.57069
1.558116	82.68155
1.558503	82.68118
1.558507	82.90291
1.558894	82.90254
1.558897	83.12427
1.558899	83.23513
1.559286	83.23476
1.559288	83.34562
1.559676	83.34526
1.559677	83.45612
1.560065	83.45575
1.560068	83.67748
1.560455	83.67711
1.560457	83.78797
1.560845	83.7876
1.560846	83.89847
1.560848	84.00933
1.561235	84.00896
1.561237	84.11983
1.561624	84.11946
1.561626	84.23032
1.562014	84.22995
1.562015	84.34082
1.562403	84.34045
1.562406	84.56217
1.562793	84.56181
1.562795	84.67267
1.562797	84.78353
1.563184	84.78316
1.563572	84.7828
1.563573	84.89366
1.563575	85.00452
1.563962	85.00415
1.56435	85.00379
1.564352	85.11465
1.564739	85.11428
1.564741	85.22514
1.565128	85.22478
1.56513	85.33564
1.565517	85.33527
1.565521	85.557
1.565908	85.55663
1.565911	85.77835
1.566299	85.77799
1.5663	85.88885
1.566302	85.99971
1.56669	85.99934
1.566691	86.11021
1.567079	86.10984
1.567466	86.10947
1.567853	86.1091
1.567855	86.21997
1.568242	86.2196
1.568244	86.33046
1.568632	86.33009
1.569019	86.32973
1.569021	86.44059
1.569408	86.44022
1.569795	86.43985
1.569797	86.55072
1.570185	86.55035
1.570186	86.66121
1.570574	86.66084
1.570575	86.77171
1.570577	86.88257
1.570964	86.8822
1.571352	86.88183
1.571354	86.9927
1.571741	86.99233
1.572128	86.99196
1.57213	87.10282
1.572517	87.10245
1.572519	87.21332
1.572906	87.21295
1.573294	87.21258
1.573296	87.32344
1.573683	87.32308
1.57407	87.32271
1.574458	87.32234
1.574845	87.32197
1.575232	87.3216
1.57562	87.32124
1.576007	87.32087
1.576393	87.20964
1.57678	87.20927
1.577168	87.2089
1.577555	87.20853
1.577557	87.31939
1.577944	87.31903
1.578331	87.31866
1.578333	87.42952
1.578721	87.42915
1.579108	87.42879
1.579495	87.42842
1.579883	87.42805
1.579884	87.53891
1.580272	87.53854
1.580659	87.53818
1.581047	87.53781
1.581434	87.53744
1.58182	87.42621
1.582207	87.42584
1.582594	87.42547
1.582982	87.4251
1.583369	87.42474
1.583755	87.31351
1.584142	87.31314
1.584144	87.424
1.584531	87.42363
1.584533	87.5345
1.58492	87.53413
1.585308	87.53376
1.585695	87.53339
1.586082	87.53302
1.58647	87.53265
1.586472	87.64352
1.586859	87.64315
1.587246	87.64278
1.587632	87.53155
1.588019	87.53118
1.588405	87.41995
1.588792	87.41958
1.58918	87.41921
1.589567	87.41885
1.589569	87.52971
1.589956	87.52934
1.589958	87.6402
1.590345	87.63984
1.590733	87.63947
1.590734	87.75033
1.591122	87.74996
1.591509	87.7496
1.591897	87.74923
1.592284	87.74886
1.592671	87.74849
1.593059	87.74812
1.593446	87.74775
1.593448	87.85862
1.593835	87.85825
1.593837	87.96911
1.594224	87.96874
1.594612	87.96838
1.594999	87.96801
1.595386	87.96764
1.595774	87.96727
1.596161	87.9669
1.596548	87.96654
1.596936	87.96617
1.597323	87.9658
1.597325	88.07666
1.597712	88.07629
1.5981	88.07593
1.598487	88.07556
1.598489	88.18642
1.598876	88.18605
1.599264	88.18569
1.599265	88.29655
1.599267	88.40741
1.599654	88.40704
1.600042	88.40668
1.600429	88.40631
1.600816	88.40594
1.601204	88.40557
1.601591	88.4052
1.601979	88.40484
1.602366	88.40447
1.602753	88.4041
1.603141	88.40373
1.603142	88.51459
1.60353	88.51423
1.603917	88.51386
1.604305	88.51349
1.604306	88.62435
1.604308	88.73522
1.604695	88.73485
1.604697	88.84571
1.605084	88.84534
1.605472	88.84497
1.605474	88.95584
1.605861	88.95547
1.606248	88.9551
1.606636	88.95473
1.606637	89.0656
1.607025	89.06523
1.60741	88.954
1.607798	88.95363
1.608184	88.8424
1.608571	88.84203
1.608958	88.84166
1.609346	88.84129
1.609733	88.84093
1.61012	88.84056
1.610508	88.84019
1.610895	88.83982
1.611283	88.83945
1.61167	88.83908
1.612057	88.83872
1.612445	88.83835
1.612832	88.83798
1.613219	88.83761
1.613607	88.83724
1.613994	88.83688
1.614382	88.83651
1.614767	88.72528
1.615155	88.72491
1.615542	88.72454
1.615929	88.72417
1.616317	88.7238
1.616702	88.61257
1.61709	88.6122
1.617091	88.72307
1.617479	88.7227
1.617866	88.72233
1.618254	88.72196
1.618641	88.7216
1.619028	88.72123
1.619416	88.72086
1.619803	88.72049
1.62019	88.72012
1.620578	88.71975
1.620963	88.60852
1.621351	88.60816
1.621738	88.60779
1.622124	88.49656
1.622511	88.49619
1.622895	88.27409
1.623283	88.27373
1.62367	88.27336
1.624056	88.16213
1.624443	88.16176
1.62483	88.16139
1.625218	88.16102
1.625605	88.16065
1.625991	88.04942
1.626378	88.04905
1.626766	88.04869
1.627149	87.82659
1.627535	87.71536
1.627923	87.71499
1.62831	87.71462
1.628696	87.60339
1.629081	87.49216
1.629469	87.49179
1.629856	87.49143
1.630243	87.49106
1.630631	87.49069
1.631016	87.37946
1.631404	87.37909
1.631791	87.37872
1.632175	87.15663
1.632562	87.15626
1.63295	87.15589
1.633337	87.15552
1.633723	87.04429
1.63411	87.04392
1.634498	87.04356
1.634885	87.04319
1.635271	86.93196
1.635656	86.82073
1.636044	86.82036
1.636429	86.70913
1.636817	86.70876
1.636818	86.81962
1.637206	86.81925
1.637591	86.70802
1.637979	86.70765
1.638366	86.70729
1.638754	86.70692
1.639141	86.70655
1.639525	86.48446
1.639912	86.48409
1.639914	86.59495
1.640296	86.26199
1.640684	86.26162
1.641069	86.15039
1.641457	86.15003
1.641841	85.92793
1.642228	85.92756
1.642615	85.92719
1.643003	85.92683
1.643388	85.8156
1.643776	85.81523
1.644163	85.81486
1.644551	85.81449
1.644938	85.81412
1.645324	85.70289
1.645709	85.59166
1.646097	85.59129
1.646098	85.70216
1.646481	85.3692
1.646868	85.36883
1.647254	85.2576
1.647641	85.25723
1.648027	85.146
1.648414	85.14563
1.6488	85.0344
1.649187	85.03403
1.649573	84.9228
1.64996	84.92243
1.650347	84.92206
1.650733	84.81083
1.65112	84.81047
1.651506	84.69923
1.651894	84.69887
1.652281	84.6985
1.652667	84.58727
1.653054	84.5869
1.653441	84.58653
1.653827	84.4753
1.654214	84.47493
1.654602	84.47456
1.654989	84.47419
1.655375	84.36296
1.65576	84.25173
1.656148	84.25136
1.656532	84.02927
1.656919	84.0289
1.657306	84.02853
1.657692	83.9173
1.658078	83.80607
1.658463	83.69484
1.658849	83.58361
1.659235	83.47238
1.659622	83.47201
1.660006	83.24992
1.660393	83.24955
1.660779	83.13832
1.661166	83.13795
1.661554	83.13758
1.66194	83.02635
1.662327	83.02598
1.662713	82.91475
1.6631	82.91438
1.663487	82.91401
1.663873	82.80278
1.66426	82.80241
1.664644	82.58032
1.665032	82.57995
1.665419	82.57958
1.665805	82.46835
1.66619	82.35712
1.666578	82.35675
1.666963	82.24552
1.667349	82.13429
1.667736	82.13392
1.668124	82.13355
1.668511	82.13319
1.668897	82.02195
1.669284	82.02159
1.66967	81.91035
1.670057	81.90999
1.670445	81.90962
1.670832	81.90925
1.671218	81.79802
1.671605	81.79765
1.671991	81.68642
1.672378	81.68605
1.672765	81.68568
1.673153	81.68532
1.673537	81.46322
1.673924	81.46285
1.674312	81.46249
1.674699	81.46212
1.675086	81.46175
1.675474	81.46138
1.675859	81.35015
1.676247	81.34978
1.676632	81.23855
1.677018	81.12732
1.677405	81.12695
1.677793	81.12658
1.678178	81.01535
1.678566	81.01498
1.678953	81.01462
1.679341	81.01425
1.679728	81.01388
1.680115	81.01351
1.680117	81.12437
1.680504	81.12401
1.680892	81.12364
1.681279	81.12327
1.681667	81.1229
1.682052	81.01167
1.68244	81.0113
1.682827	81.01093
1.683214	81.01057
1.683216	81.12143
1.683603	81.12106
1.683605	81.23192
1.683993	81.23156
1.683994	81.34242
1.684382	81.34205
1.684769	81.34168
1.685156	81.34131
1.685544	81.34095
1.685931	81.34058
1.686318	81.34021
1.68632	81.45107
1.686708	81.45071
1.687095	81.45034
1.687097	81.5612
1.687484	81.56083
1.687871	81.56046
1.687873	81.67133
1.688261	81.67096
1.688648	81.67059
1.68865	81.78145
1.689037	81.78109
1.689039	81.89195
1.689426	81.89158
1.689813	81.89121
1.690201	81.89084
1.690203	82.00171
1.69059	82.00134
1.690977	82.00097
1.691365	82.0006
1.691366	82.11147
1.691754	82.1111
1.692141	82.11073
1.692143	82.22159
1.69253	82.22123
1.692532	82.33209
1.692919	82.33172
1.692921	82.44258
1.693308	82.44222
1.693696	82.44185
1.694083	82.44148
1.694085	82.55234
1.694472	82.55197
1.694474	82.66284
1.694861	82.66247
1.694863	82.77333
1.69525	82.77296
1.695638	82.7726
1.69564	82.88346
1.695641	82.99432
1.696029	82.99395
1.69603	83.10482
1.696418	83.10445
1.696419	83.21531
1.696807	83.21494
1.697194	83.21458
1.697582	83.21421
1.697969	83.21384
1.698356	83.21347
1.698358	83.32434
1.698745	83.32397
1.698747	83.43483
1.699135	83.43446
1.699136	83.54533
1.699138	83.65619
1.699525	83.65582
1.699527	83.76668
1.699914	83.76632
1.699916	83.87718
1.700304	83.87681
1.700305	83.98767
1.700693	83.98731
1.700694	84.09817
1.701082	84.0978
1.701083	84.20866
1.701471	84.2083
1.701473	84.31916
1.70186	84.31879
1.701863	84.54052
1.702251	84.54015
1.702252	84.65101
1.702254	84.76187
1.702642	84.76151
1.702643	84.87237
1.703031	84.872
1.703418	84.87163
1.70342	84.9825
1.703807	84.98213
1.704195	84.98176
1.704582	84.98139
1.704584	85.09226
1.704971	85.09189
1.705358	85.09152
1.70536	85.20238
1.705747	85.20201
1.706135	85.20165
1.706137	85.31251
1.706524	85.31214
1.706911	85.31177
1.707299	85.3114
1.7073	85.42227
1.707688	85.4219
1.708075	85.42153
1.708077	85.53239
1.708079	85.64326
1.708466	85.64289
1.708468	85.75375
1.708855	85.75338
1.708857	85.86425
1.709244	85.86388
1.709632	85.86351
1.710019	85.86314
1.710021	85.97401
1.710408	85.97364
1.710795	85.97327
1.711183	85.9729
1.71157	85.97253
1.711958	85.97217
1.711959	86.08303
1.712347	86.08266
1.712734	86.08229
1.712736	86.19316
1.713123	86.19279
1.71351	86.19242
1.713898	86.19205
1.714285	86.19168
1.714673	86.19132
1.71506	86.19095
1.715447	86.19058
1.715449	86.30144
1.715836	86.30107
1.716224	86.30071
1.716611	86.30034
1.716999	86.29997
1.717386	86.2996
1.717773	86.29923
1.718161	86.29887
1.718548	86.2985
1.718935	86.29813
1.719321	86.1869
1.719708	86.18653
1.720096	86.18616
1.720483	86.18579
1.720869	86.07456
1.721256	86.07419
1.721644	86.07383
1.722029	85.96259
1.722415	85.85136
1.722802	85.851
1.72319	85.85063
1.723577	85.85026
1.723964	85.84989
1.724352	85.84952
1.724739	85.84915
1.725125	85.73792
1.725512	85.73756
1.7259	85.73719
1.726285	85.62596
1.726671	85.51473
1.727058	85.51436
1.727442	85.29226
1.72783	85.29189
1.728217	85.29153
1.728603	85.1803
1.728988	85.06906
1.729376	85.0687
1.729377	85.17956
1.72976	84.8466
1.730145	84.73537
1.730533	84.735
1.73092	84.73463
1.731307	84.73427
1.731695	84.7339
1.732082	84.73353
1.732468	84.6223
1.732855	84.62193
1.733243	84.62156
1.73363	84.62119
1.734017	84.62083
1.734403	84.50959
1.73479	84.50923
1.735178	84.50886
1.735563	84.39763
1.735951	84.39726
1.736338	84.39689
1.736726	84.39652
1.737113	84.39615
1.7375	84.39579
1.737888	84.39542
1.738273	84.28419
1.738661	84.28382
1.739048	84.28345
1.739435	84.28308
1.739823	84.28272
1.74021	84.28235
1.740598	84.28198
1.740985	84.28161
1.741369	84.05952
1.741756	84.05915
1.741758	84.17001
1.742145	84.16964
1.742533	84.16928
1.742535	84.28014
1.742922	84.27977
1.743309	84.2794
1.743311	84.39027
1.743698	84.3899
1.744086	84.38953
1.744471	84.2783
1.744859	84.27793
1.745246	84.27756
1.745634	84.27719
1.746021	84.27683
1.746408	84.27646
1.746796	84.27609
1.747183	84.27572
1.747185	84.38658
1.747572	84.38622
1.747959	84.38585
1.747961	84.49671
1.748349	84.49634
1.74835	84.60721
1.748738	84.60684
1.749125	84.60647
1.749127	84.71733
1.749514	84.71696
1.749516	84.82783
1.749903	84.82746
1.750291	84.82709
1.750676	84.71586
1.751064	84.71549
1.751451	84.71512
1.751453	84.82599
1.75184	84.82562
1.752228	84.82525
1.752615	84.82488
1.753002	84.82451
1.75339	84.82415
1.753777	84.82378
1.754164	84.82341
1.754552	84.82304
1.754939	84.82267
1.754941	84.93354
1.755328	84.93317
1.75533	85.04403
1.755717	85.04366
1.756105	85.0433
1.756492	85.04293
1.756879	85.04256
1.757267	85.04219
1.757652	84.93096
1.75804	84.93059
1.758427	84.93022
1.758429	85.04109
1.758816	85.04072
1.759204	85.04035
1.759589	84.92912
1.759975	84.81789
1.760361	84.70666
1.760746	84.59543
1.761134	84.59506
1.761135	84.70592
1.761518	84.37296
1.761903	84.26173
1.762291	84.26136
1.762676	84.15013
1.763064	84.14977
1.763449	84.03853
1.763835	83.9273
1.764221	83.81607
1.764603	83.48311
1.764987	83.26102
1.764989	83.37188
1.76499	83.48275
