#WISE_W4
#http://wise2.ipac.caltech.edu/docs/release/prelim/expsup/sec4_3g.html#WISEZMA
#photon counting, es decir, que no hay que multiplicar por lambda
#hecha a partir de la QE multiplicando por lambda y normalizando para que el maximo este en 1
# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W1     RSR     
# Angstrom %1
209100.0 0.8991000000
209200.0 0.9027900000
209300.0 0.9032200000
209400.0 0.9036500000
209500.0 0.8975600000
209600.0 0.8914600000
209700.0 0.8853500000
209800.0 0.8759700000
209900.0 0.8665800000
210000.0 0.8637300000
210100.0 0.8575900000
210200.0 0.8612700000
210300.0 0.8616800000
210400.0 0.8686500000
210500.0 0.8756200000
210600.0 0.8793100000
210700.0 0.8862900000
210800.0 0.8932800000
210900.0 0.8969900000
211000.0 0.9039800000
211100.0 0.9109900000
211200.0 0.9180000000
211300.0 0.9283000000
211400.0 0.9386200000
211500.0 0.9486200000
211600.0 0.9589500000
211700.0 0.9660000000
211800.0 0.9730500000
211900.0 0.9735100000
212000.0 0.9739700000
212100.0 0.9744300000
212200.0 0.9748900000
212300.0 0.9786500000
212400.0 0.9791200000
212500.0 0.9828900000
212600.0 0.9899700000
212700.0 0.9937500000
212800.0 0.9942200000
212900.0 0.9946800000
213000.0 0.9885200000
213100.0 0.9823400000
213200.0 0.9728400000
213300.0 0.9600100000
213400.0 0.9538100000
213500.0 0.9442900000
213600.0 0.9380800000
213700.0 0.9351900000
213800.0 0.9323000000
213900.0 0.9294000000
214000.0 0.9265000000
214100.0 0.9236000000
214200.0 0.9207000000
214300.0 0.9144500000
214400.0 0.9115400000
214500.0 0.9086200000
214600.0 0.9090500000
214700.0 0.9161600000
214800.0 0.9232800000
214900.0 0.9337500000
215000.0 0.9475700000
215100.0 0.9614100000
215200.0 0.9719100000
215300.0 0.9824300000
215400.0 0.9895900000
215500.0 0.9934100000
215600.0 0.9972200000
215700.0 0.9976900000
215800.0 0.9981500000
215900.0 0.9986100000
216000.0 0.9990700000
216100.0 0.9995400000
216200.0 1.0000000000
216300.0 0.9937300000
216400.0 0.9908100000
216500.0 0.9811600000
216600.0 0.9681200000
216700.0 0.9550700000
216800.0 0.9386200000
216900.0 0.9221700000
217000.0 0.9090800000
217100.0 0.8993500000
217200.0 0.8930000000
217300.0 0.8866400000
217400.0 0.8870500000
217500.0 0.8874600000
217600.0 0.8878700000
217700.0 0.8916700000
217800.0 0.8920800000
217900.0 0.8924800000
218000.0 0.8928900000
218100.0 0.8967000000
218200.0 0.9039100000
218300.0 0.9111200000
218400.0 0.9251400000
218500.0 0.9357800000
218600.0 0.9528900000
218700.0 0.9703500000
218800.0 0.9810200000
218900.0 0.9916900000
219000.0 0.9989700000
219100.0 0.9960100000
219200.0 0.9930500000
219300.0 0.9866700000
219400.0 0.9768700000
219500.0 0.9704800000
219600.0 0.9640800000
219700.0 0.9576800000
219800.0 0.9546900000
219900.0 0.9517000000
220000.0 0.9487100000
220100.0 0.9491400000
220200.0 0.9461400000
220300.0 0.9431400000
220400.0 0.9367100000
220500.0 0.9337000000
220600.0 0.9272500000
220700.0 0.9207900000
220800.0 0.9181200000
220900.0 0.9150900000
221000.0 0.9120700000
221100.0 0.9124800000
221200.0 0.9094500000
221300.0 0.9098600000
221400.0 0.9068200000
221500.0 0.9003300000
221600.0 0.8972900000
221700.0 0.8907900000
221800.0 0.8842800000
221900.0 0.8812200000
222000.0 0.8747000000
222100.0 0.8716400000
222200.0 0.8720300000
222300.0 0.8724200000
222400.0 0.8728200000
222500.0 0.8732100000
222600.0 0.8701400000
222700.0 0.8670600000
222800.0 0.8639800000
222900.0 0.8574200000
223000.0 0.8508600000
223100.0 0.8442900000
223200.0 0.8342400000
223300.0 0.8311400000
223400.0 0.8245500000
223500.0 0.8214400000
223600.0 0.8218100000
223700.0 0.8186900000
223800.0 0.8155700000
223900.0 0.8124500000
224000.0 0.8058400000
224100.0 0.7992200000
224200.0 0.7891000000
224300.0 0.7754800000
224400.0 0.7618500000
224500.0 0.7482000000
224600.0 0.7345400000
224700.0 0.7243700000
224800.0 0.7176900000
224900.0 0.7110100000
225000.0 0.7078200000
225100.0 0.7081300000
225200.0 0.7049400000
225300.0 0.7017400000
225400.0 0.6985500000
225500.0 0.6953400000
225600.0 0.6886300000
225700.0 0.6854200000
225800.0 0.6822000000
225900.0 0.6789900000
226000.0 0.6792900000
226100.0 0.6795900000
226200.0 0.6869300000
226300.0 0.6907600000
226400.0 0.6981200000
226500.0 0.7019500000
226600.0 0.7093200000
226700.0 0.7096400000
226800.0 0.7099500000
226900.0 0.7102600000
227000.0 0.7070400000
227100.0 0.7038100000
227200.0 0.7041200000
227300.0 0.7044300000
227400.0 0.7047400000
227500.0 0.7086000000
227600.0 0.7124500000
227700.0 0.7163100000
227800.0 0.7201700000
227900.0 0.7204900000
228000.0 0.7172600000
228100.0 0.7175700000
228200.0 0.7107800000
228300.0 0.7039800000
228400.0 0.6936200000
228500.0 0.6868000000
228600.0 0.6799800000
228700.0 0.6767200000
228800.0 0.6734500000
228900.0 0.6737400000
229000.0 0.6740400000
229100.0 0.6779000000
229200.0 0.6782000000
229300.0 0.6820600000
229400.0 0.6859300000
229500.0 0.6858800000
229600.0 0.6861700000
229700.0 0.6864700000
229800.0 0.6903500000
229900.0 0.6906500000
230000.0 0.6981200000
230100.0 0.7020000000
230200.0 0.7094800000
230300.0 0.7169600000
230400.0 0.7244500000
230500.0 0.7283500000
230600.0 0.7322600000
230700.0 0.7325800000
230800.0 0.7293000000
230900.0 0.7296200000
231000.0 0.7263300000
231100.0 0.7194500000
231200.0 0.7161600000
231300.0 0.7128700000
231400.0 0.7099300000
231500.0 0.7066300000
231600.0 0.7069400000
231700.0 0.7036400000
231800.0 0.6967200000
231900.0 0.6934100000
232000.0 0.6864800000
232100.0 0.6759300000
232200.0 0.6689900000
232300.0 0.6548100000
232400.0 0.6406200000
232500.0 0.6300300000
232600.0 0.6158100000
232700.0 0.6052000000
232800.0 0.5945900000
232900.0 0.5875900000
233000.0 0.5805800000
233100.0 0.5772000000
233200.0 0.5701900000
233300.0 0.5631600000
233400.0 0.5597700000
233500.0 0.5527400000
233600.0 0.5457000000
233700.0 0.5386500000
233800.0 0.5316000000
233900.0 0.5245400000
234000.0 0.5174800000
234100.0 0.5140500000
234200.0 0.5106300000
234300.0 0.5071900000
234400.0 0.5037600000
234500.0 0.5039800000
234600.0 0.5005400000
234700.0 0.4971000000
234800.0 0.4936500000
234900.0 0.4865400000
235000.0 0.4794300000
235100.0 0.4723100000
235200.0 0.4651900000
235300.0 0.4543900000
235400.0 0.4472500000
235500.0 0.4437800000
235600.0 0.4366300000
235700.0 0.4331400000
235800.0 0.4333200000
235900.0 0.4298300000
236000.0 0.4300200000
236100.0 0.4338800000
236200.0 0.4340600000
236300.0 0.4342400000
236400.0 0.4344300000
236500.0 0.4346100000
236600.0 0.4348000000
236700.0 0.4349800000
236800.0 0.4351600000
236900.0 0.4353500000
237000.0 0.4392200000
237100.0 0.4394100000
237200.0 0.4432900000
237300.0 0.4471700000
237400.0 0.4510500000
237500.0 0.4512400000
237600.0 0.4514300000
237700.0 0.4516200000
237800.0 0.4518100000
237900.0 0.4483000000
238000.0 0.4484900000
238100.0 0.4449700000
238200.0 0.4451500000
238300.0 0.4416300000
238400.0 0.4418200000
238500.0 0.4457200000
238600.0 0.4459000000
238700.0 0.4498100000
238800.0 0.4574300000
238900.0 0.4613400000
239000.0 0.4689800000
239100.0 0.4729000000
239200.0 0.4768200000
239300.0 0.4807500000
239400.0 0.4846800000
239500.0 0.4886100000
239600.0 0.4925500000
239700.0 0.4927500000
239800.0 0.4966900000
239900.0 0.5006400000
240000.0 0.5045800000
240100.0 0.5085300000
240200.0 0.5162300000
240300.0 0.5201800000
240400.0 0.5278900000
240500.0 0.5356000000
240600.0 0.5395700000
240700.0 0.5435400000
240800.0 0.5437700000
240900.0 0.5477400000
241000.0 0.5479700000
241100.0 0.5482000000
241200.0 0.5484300000
241300.0 0.5486500000
241400.0 0.5488800000
241500.0 0.5491100000
241600.0 0.5531000000
241700.0 0.5570900000
241800.0 0.5610900000
241900.0 0.5650900000
242000.0 0.5690900000
242100.0 0.5693200000
242200.0 0.5695600000
242300.0 0.5697900000
242400.0 0.5662500000
242500.0 0.5664900000
242600.0 0.5629400000
242700.0 0.5594000000
242800.0 0.5558500000
242900.0 0.5560700000
243000.0 0.5525200000
243100.0 0.5527500000
243200.0 0.5567600000
243300.0 0.5607800000
243400.0 0.5610100000
243500.0 0.5650300000
243600.0 0.5652600000
243700.0 0.5692900000
243800.0 0.5695300000
243900.0 0.5697600000
244000.0 0.5699900000
244100.0 0.5664200000
244200.0 0.5666600000
244300.0 0.5630800000
244400.0 0.5633100000
244500.0 0.5635400000
244600.0 0.5599700000
244700.0 0.5601900000
244800.0 0.5604200000
244900.0 0.5568400000
245000.0 0.5570700000
245100.0 0.5534800000
245200.0 0.5498800000
245300.0 0.5428500000
245400.0 0.5392500000
245500.0 0.5318200000
245600.0 0.5243900000
245700.0 0.5169500000
245800.0 0.5095000000
245900.0 0.5020500000
246000.0 0.4945900000
246100.0 0.4909600000
246200.0 0.4873300000
246300.0 0.4836900000
246400.0 0.4838900000
246500.0 0.4840800000
246600.0 0.4804400000
246700.0 0.4806300000
246800.0 0.4808300000
246900.0 0.4771800000
247000.0 0.4735200000
247100.0 0.4737200000
247200.0 0.4700600000
247300.0 0.4625500000
247400.0 0.4588800000
247500.0 0.4552100000
247600.0 0.4515400000
247700.0 0.4517200000
247800.0 0.4480400000
247900.0 0.4482300000
248000.0 0.4484100000
248100.0 0.4485900000
248200.0 0.4487700000
248300.0 0.4450800000
248400.0 0.4452600000
248500.0 0.4415700000
248600.0 0.4378800000
248700.0 0.4341800000
248800.0 0.4266000000
248900.0 0.4229000000
249000.0 0.4191900000
249100.0 0.4154800000
249200.0 0.4117700000
249300.0 0.4080500000
249400.0 0.4082100000
249500.0 0.4044900000
249600.0 0.4007700000
249700.0 0.4009300000
249800.0 0.3972000000
249900.0 0.3934600000
250000.0 0.3893400000
250100.0 0.3852900000
250200.0 0.3792100000
250300.0 0.3727700000
250400.0 0.3662900000
250500.0 0.3594500000
250600.0 0.3526100000
250700.0 0.3457200000
250800.0 0.3400400000
250900.0 0.3351400000
251000.0 0.3302300000
251100.0 0.3264500000
251200.0 0.3234500000
251300.0 0.3204500000
251400.0 0.3178000000
251500.0 0.3155300000
251600.0 0.3132700000
251700.0 0.3110000000
251800.0 0.3091600000
251900.0 0.3069300000
252000.0 0.3050900000
252100.0 0.3032900000
252200.0 0.3018800000
252300.0 0.3004700000
252400.0 0.2998400000
252500.0 0.2992100000
252600.0 0.2989700000
252700.0 0.2994900000
252800.0 0.3000000000
252900.0 0.3001200000
253000.0 0.3002400000
253100.0 0.3003600000
253200.0 0.3000800000
253300.0 0.2982300000
253400.0 0.2967300000
253500.0 0.2944700000
253600.0 0.2914300000
253700.0 0.2883400000
253800.0 0.2853000000
253900.0 0.2822500000
254000.0 0.2791500000
254100.0 0.2764900000
254200.0 0.2742300000
254300.0 0.2719600000
254400.0 0.2696900000
254500.0 0.2674200000
254600.0 0.2643900000
254700.0 0.2617200000
254800.0 0.2574900000
254900.0 0.2524700000
255000.0 0.2478100000
255100.0 0.2419800000
255200.0 0.2353600000
255300.0 0.2291300000
255400.0 0.2229000000
255500.0 0.2174500000
255600.0 0.2120100000
255700.0 0.2073100000
255800.0 0.2042500000
255900.0 0.2015400000
256000.0 0.1988600000
256100.0 0.1969500000
256200.0 0.1950300000
256300.0 0.1931500000
256400.0 0.1900300000
256500.0 0.1861500000
256600.0 0.1826700000
256700.0 0.1775800000
256800.0 0.1717300000
256900.0 0.1654800000
257000.0 0.1591800000
257100.0 0.1524700000
257200.0 0.1458000000
257300.0 0.1394900000
257400.0 0.1347300000
257500.0 0.1295700000
257600.0 0.1252100000
257700.0 0.1233300000
257800.0 0.1214100000
257900.0 0.1195300000
258000.0 0.1196600000
258100.0 0.1198200000
258200.0 0.1203500000
258300.0 0.1212800000
258400.0 0.1225800000
258500.0 0.1243200000
258600.0 0.1256100000
258700.0 0.1276300000
258800.0 0.1293000000
258900.0 0.1313200000
259000.0 0.1333100000
259100.0 0.1353000000
259200.0 0.1373300000
259300.0 0.1385500000
259400.0 0.1401800000
259500.0 0.1414500000
259600.0 0.1419100000
259700.0 0.1423200000
259800.0 0.1424200000
259900.0 0.1420700000
260000.0 0.1409500000
260100.0 0.1394200000
260200.0 0.1379400000
260300.0 0.1356000000
260400.0 0.1333000000
260500.0 0.1310000000
260600.0 0.1283300000
260700.0 0.1256200000
260800.0 0.1229400000
260900.0 0.1206800000
261000.0 0.1184000000
261100.0 0.1161700000
261200.0 0.1139400000
261300.0 0.1117400000
261400.0 0.1098700000
261500.0 0.1076000000
261600.0 0.1053100000
261700.0 0.1029900000
261800.0 0.1003400000
261900.0 0.0971960000
262000.0 0.0939690000
262100.0 0.0908210000
262200.0 0.0875890000
262300.0 0.0846810000
262400.0 0.0817710000
262500.0 0.0792270000
262600.0 0.0778660000
262700.0 0.0768320000
262800.0 0.0754700000
262900.0 0.0761540000
263000.0 0.0765100000
263100.0 0.0772360000
263200.0 0.0780850000
263300.0 0.0789760000
263400.0 0.0798670000
263500.0 0.0803490000
263600.0 0.0807900000
263700.0 0.0808620000
263800.0 0.0809340000
263900.0 0.0809640000
264000.0 0.0806250000
264100.0 0.0802440000
264200.0 0.0803160000
264300.0 0.0803460000
264400.0 0.0803770000
264500.0 0.0804480000
264600.0 0.0805610000
264700.0 0.0806740000
264800.0 0.0807460000
264900.0 0.0796620000
265000.0 0.0786190000
265100.0 0.0775340000
265200.0 0.0757460000
265300.0 0.0730890000
265400.0 0.0704300000
265500.0 0.0678100000
265600.0 0.0651060000
265700.0 0.0620270000
265800.0 0.0592770000
265900.0 0.0561520000
266000.0 0.0536460000
266100.0 0.0508480000
266200.0 0.0480900000
266300.0 0.0452880000
266400.0 0.0425250000
266500.0 0.0397190000
266600.0 0.0370430000
266700.0 0.0343700000
266800.0 0.0316200000
266900.0 0.0295910000
267000.0 0.0292980000
267100.0 0.0286730000
267200.0 0.0275720000
267300.0 0.0997830000
267400.0 0.1111100000
267500.0 0.1109000000
267600.0 0.1121100000
267700.0 0.1084400000
267800.0 0.1047700000
267900.0 0.1014700000
268000.0 0.0981660000
268100.0 0.0948620000
268200.0 0.0916400000
268300.0 0.0879550000
268400.0 0.0841000000
268500.0 0.0804100000
268600.0 0.0768850000
268700.0 0.0734820000
268800.0 0.0703280000
268900.0 0.0672550000
269000.0 0.0643060000
269100.0 0.0615640000
269200.0 0.0589030000
269300.0 0.0563670000
269400.0 0.0539540000
269500.0 0.0515400000
269600.0 0.0492500000
269700.0 0.0470840000
269800.0 0.0449590000
269900.0 0.0428740000
270000.0 0.0403540000
270100.0 0.0374460000
270200.0 0.0345560000
270300.0 0.0302960000
270400.0 0.0185250000
270500.0 0.0198580000
270600.0 0.0213910000
270700.0 0.0231990000
270800.0 0.0245280000
270900.0 0.0258790000
271000.0 0.0272470000
271100.0 0.0281860000
271200.0 0.0286820000
271300.0 0.0290860000
271400.0 0.0295150000
271500.0 0.0293820000
271600.0 0.0292660000
271700.0 0.0291290000
271800.0 0.0288470000
271900.0 0.0284810000
272000.0 0.0281610000
272100.0 0.0278620000
272200.0 0.0272790000
272300.0 0.0265510000
272400.0 0.0259030000
272500.0 0.0250130000
272600.0 0.0232480000
272700.0 0.0214940000
272800.0 0.0198450000
272900.0 0.0174680000
273000.0 0.0148590000
273100.0 0.0124960000
273200.0 0.0101860000
273300.0 0.0060779000
273400.0 0.0036136000
273500.0 0.0021906000
273600.0 0.0016946000
273700.0 0.0002669600
273800.0 0.0004443100
273900.0 0.0003745200
274000.0 0.0003148300
274100.0 0.0002660700
274200.0 0.0002235500
274300.0 0.0001887700
274400.0 0.0001594800
274500.0 0.0001338900
274600.0 0.0001126000
274700.0 0.0000947160
274800.0 0.0000796440
274900.0 0.0000668720
275000.0 0.0000563180
275100.0 0.0000473410
275200.0 0.0000397640
275300.0 0.0000334200
275400.0 0.0000303530
275500.0 0.0000284250
275600.0 0.0000265770
275700.0 0.0000248860
275800.0 0.0000231980
275900.0 0.0000217420
276000.0 0.0000203610
276100.0 0.0000190570
276200.0 0.0000178340
276300.0 0.0000166870
276400.0 0.0000156170
276500.0 0.0000145460
276600.0 0.0000136080
276700.0 0.0000127250
276800.0 0.0000119110
276900.0 0.0000111130
277000.0 0.0000103710
277100.0 0.0000097054
277200.0 0.0000206090
277300.0 0.0000310290
277400.0 0.0000747380
277500.0 0.0003783600
277600.0 0.0034715000
277700.0 0.0046232000
277800.0 0.0060612000
277900.0 0.0077859000
278000.0 0.0091135000
278100.0 0.0094632000
278200.0 0.0097179000
278300.0 0.0100680000
278400.0 0.0101760000
278500.0 0.0102010000
278600.0 0.0102350000
278700.0 0.0102820000
278800.0 0.0102250000
278900.0 0.0102160000
279000.0 0.0102150000
279100.0 0.0100580000
279200.0 0.0092572000
279300.0 0.0085689000
279400.0 0.0079019000
279500.0 0.0066076000
279600.0 0.0048464000
279700.0 0.0035244000
279800.0 0.0025783000
279900.0 0.0005714700
280000.0 0.0001596000
280500.0 0.0000384290
