# Wavelength	Transmission
1.846048	0.07481414
1.846435	0.074506
1.846822	0.07419787
1.847209	0.07388974
1.847596	0.07358161
1.847983	0.07327348
1.84837	0.07296535
1.848757	0.07265722
1.849144	0.07234909
1.849531	0.07204096
1.849918	0.07173283
1.850305	0.0714247
1.850692	0.07111657
1.851079	0.07080844
1.851466	0.07050031
1.851853	0.07019217
1.85224	0.06988404
1.852627	0.06957591
1.853014	0.06926778
1.8534	0.06895965
1.853787	0.06865152
1.854174	0.06834339
1.85456	-0.04344643
1.854947	-0.04375456
1.855334	-0.04406269
1.855721	-0.04437082
1.855722	0.06711087
1.856109	0.06680274
1.856496	0.06649461
1.856883	0.06618648
1.857269	-0.04560334
1.857656	-0.04591148
1.858043	-0.04621961
1.85843	-0.04652774
1.858816	-0.04683587
1.858818	0.06464582
1.859205	0.06433769
1.859592	0.06402956
1.859979	0.06372143
1.860364	-0.04806839
1.860751	-0.04837652
1.861138	-0.04868465
1.861525	-0.04899278
1.861912	-0.04930091
1.862299	-0.04960904
1.862686	-0.04991717
1.863073	-0.05022531
1.863074	0.06125638
1.863461	0.06094825
1.863848	0.06064012
1.864235	0.06033199
1.864622	0.06002386
1.865009	0.05971573
1.865395	-0.05207409
1.865782	-0.05238222
1.866169	-0.05269035
1.866555	-0.05299848
1.866557	0.05848321
1.866944	0.05817508
1.867329	-0.05361474
1.867331	0.05786695
1.867718	0.05755882
1.868103	-0.054231
1.86849	-0.05453914
1.868877	-0.05484727
1.869264	-0.0551554
1.869651	-0.05546353
1.870038	-0.05577166
1.870425	-0.05607979
1.870812	-0.05638792
1.870813	0.05509377
1.8712	0.05478564
1.871587	0.05447751
1.871974	0.05416938
1.872361	0.05386125
1.872748	0.05355312
1.873135	0.05324499
1.873522	0.05293686
1.873909	0.05262872
1.874296	0.05232059
1.874681	-0.05946923
1.875068	-0.05977736
1.875455	-0.06008549
1.875842	-0.06039362
1.876229	-0.06070175
1.876616	-0.06100988
1.877003	-0.06131801
1.87739	-0.06162614
1.877777	-0.06193427
1.878164	-0.0622424
1.878551	-0.06255053
1.878938	-0.06285866
1.879325	-0.06316679
1.879326	0.04831489
1.879713	0.04800676
1.8801	0.04769863
1.880487	0.0473905
1.880874	0.04708237
1.881261	0.04677424
1.881648	0.04646611
1.882035	0.04615798
1.882422	0.04584985
1.882809	0.04554172
1.883194	-0.0662481
1.883581	-0.06655623
1.883968	-0.06686436
1.884355	-0.06717249
1.884742	-0.06748062
1.885129	-0.06778876
1.885516	-0.06809689
1.885903	-0.06840502
1.885904	0.04307667
1.886291	0.04276854
1.886678	0.04246041
1.887065	0.04215228
1.887452	0.04184415
1.887839	0.04153602
1.888225	-0.0702538
1.888612	-0.07056193
1.888999	-0.07087006
1.889386	-0.07117819
1.889773	-0.07148632
1.889774	0.03999537
1.890161	0.03968724
1.890548	0.0393791
1.890935	0.03907097
1.891322	0.03876284
1.891709	0.03845471
1.892096	0.03814658
1.892482	0.03783845
1.892869	0.03753032
1.893256	0.03722219
1.893643	0.03691406
1.89403	0.03660593
1.894417	0.0362978
1.894804	0.03598967
1.895191	0.03568154
1.895578	0.03537341
1.895965	0.03506527
1.896352	0.03475714
1.896739	0.03444901
1.897125	-0.07734081
1.897512	-0.07764894
1.897898	-0.07795707
1.898285	-0.0782652
1.898287	0.03321649
1.898674	0.03290836
1.899061	0.03260023
1.899448	0.0322921
1.899835	0.03198397
1.900221	0.03167584
1.900608	0.03136771
1.900995	0.03105958
1.901382	0.03075144
1.901769	0.03044331
1.902156	0.03013518
1.902542	-0.08165464
1.902929	-0.08196277
1.903316	-0.0822709
1.903703	-0.08257903
1.90409	-0.08288716
1.904477	-0.08319529
1.904864	-0.08350342
1.905251	-0.08381155
1.905637	-0.08411968
1.906024	-0.08442781
1.906411	-0.08473594
1.906798	-0.08504408
1.9068	0.02643761
1.907187	0.02612948
1.907574	0.02582135
1.90796	0.02551322
1.908347	0.02520509
1.908734	0.02489696
1.909121	0.02458883
1.909508	0.0242807
1.909895	0.02397257
1.910282	0.02366444
1.910669	0.02335631
1.911055	-0.08843351
1.911056	0.02304818
1.911443	0.02274005
1.91183	0.02243192
1.912217	0.02212378
1.912604	0.02181565
1.912991	0.02150752
1.913377	-0.0902823
1.913763	-0.09059043
1.91415	-0.09089856
1.914537	-0.09120669
1.914924	-0.09151482
1.915311	-0.09182295
1.915698	-0.09213108
1.916085	-0.09243921
1.916472	-0.09274734
1.916473	0.01873435
1.91686	0.01842622
1.917247	0.01811809
1.917634	0.01780995
1.918021	0.01750182
1.918408	0.01719369
1.918795	0.01688556
1.919182	0.01657743
1.919569	0.0162693
1.919956	0.01596117
1.920343	0.01565304
1.92073	0.01534491
1.921117	0.01503678
1.921504	0.01472865
1.921891	0.01442052
1.922278	0.01411239
1.922665	0.01380426
1.923052	0.01349612
1.923439	0.01318799
1.923825	0.01287986
1.924212	0.01257173
1.924599	0.0122636
1.924986	0.01195547
1.925373	0.01164734
1.92576	0.01133921
1.926147	0.01103108
1.926534	0.01072295
1.926921	0.01041482
1.927308	0.01010669
1.927695	0.009798556
1.928081	-0.1019913
1.928468	-0.1022994
1.928855	-0.1026075
1.929241	-0.1029157
1.929243	0.008566034
1.92963	0.008257903
1.930017	0.007949772
1.930404	0.007641642
1.930791	0.007333511
1.931178	0.00702538
1.931564	0.006717249
1.931951	0.006409119
1.932338	0.006100988
1.932725	0.005792857
1.933112	0.005484727
1.933499	0.005176596
1.933886	0.004868465
1.934273	0.004560334
1.93466	0.004252204
1.935047	0.003944073
1.935434	0.003635942
1.935821	0.003327812
1.936208	0.003019681
1.936595	0.00271155
1.936982	0.00240342
1.937369	0.002095289
1.937756	0.001787158
1.938143	0.001479027
1.93853	0.001170897
1.938531	0.1126526
1.938918	0.1123445
1.939305	0.1120363
1.93969	0.000246505
1.940077	-6.16E-05
1.940464	-0.000369757
1.940466	0.1111119
1.940853	0.1108038
1.94124	0.1104957
1.941626	0.1101875
1.942013	0.1098794
1.9424	0.1095713
1.942787	0.1092631
1.942789	0.2207448
1.943176	0.2204367
1.943563	0.2201286
1.943949	0.2198204
1.944336	0.2195123
1.944723	0.2192042
1.94511	0.2188961
1.945497	0.2185879
1.945499	0.3300696
1.945886	0.3297615
1.946272	0.3294534
1.946659	0.3291452
1.947046	0.3288371
1.947433	0.328529
1.947435	0.4400106
1.947822	0.4397025
1.948209	0.4393944
1.948595	0.4390863
1.948982	0.4387781
1.949369	0.43847
1.949756	0.4381619
1.949758	0.5496436
1.950145	0.5493354
1.950532	0.5490273
1.950918	0.5487192
1.951305	0.548411
1.951307	0.6598927
1.951694	0.6595846
1.952081	0.6592765
1.952082	0.7707581
1.952469	0.77045
1.952856	0.7701419
1.953243	0.7698338
1.953244	0.8813154
1.953631	0.8810073
1.954018	0.8806992
1.954405	0.8803911
1.954406	0.9918727
1.954793	0.9915646
1.95518	0.9912565
1.955567	0.9909484
1.955568	1.10243
1.955955	1.102122
1.956342	1.101814
1.956344	1.213295
1.95673	1.212987
1.957117	1.212679
1.957119	1.324161
1.957506	1.323853
1.957893	1.323545
1.95828	1.323237
1.958281	1.434718
1.958668	1.43441
1.958669	1.545892
1.959056	1.545584
1.959057	1.657065
1.959444	1.656757
1.959831	1.656449
1.959833	1.767931
1.96022	1.767623
1.960606	1.767314
1.960608	1.878796
1.960995	1.878488
1.961382	1.87818
1.961383	1.989662
1.96177	1.989353
1.961771	2.100835
1.962158	2.100527
1.962159	2.212009
1.962546	2.211701
1.962548	2.323182
1.962935	2.322874
1.962936	2.434356
1.963323	2.434048
1.963324	2.545529
1.963711	2.545221
1.964098	2.544913
1.964099	2.656395
1.964486	2.656087
1.964488	2.767568
1.964875	2.76726
1.964876	2.878742
1.964877	2.990224
1.965264	2.989915
1.965265	3.101397
1.965652	3.101089
1.965654	3.212571
1.965655	3.324052
1.966042	3.323744
1.966043	3.435226
1.96643	3.434918
1.966431	3.5464
1.966818	3.546091
1.96682	3.657573
1.967207	3.657265
1.967208	3.768747
1.967209	3.880228
1.967596	3.87992
1.967597	3.991402
1.967984	3.991094
1.967986	4.102575
1.967987	4.214057
1.968374	4.213749
1.968377	4.436712
1.968763	4.436404
1.968765	4.547886
1.968766	4.659368
1.969153	4.65906
1.969154	4.770541
1.969541	4.770233
1.969543	4.881715
1.96993	4.881407
1.969932	5.10437
1.970319	5.104062
1.97032	5.215544
1.970322	5.327025
1.970709	5.326717
1.970712	5.661162
1.971099	5.660854
1.971102	5.883817
1.971489	5.883509
1.971493	6.217954
1.971494	6.329436
1.971881	6.329128
1.971884	6.552091
1.971885	6.663573
1.972272	6.663265
1.972276	6.99771
1.972663	6.997402
1.972665	7.220365
1.972667	7.331847
1.973054	7.331539
1.973055	7.44302
1.973442	7.442712
1.973444	7.665676
1.973446	7.777157
1.973833	7.776849
1.973837	8.111294
1.974224	8.110986
1.974229	8.556913
1.97423	8.668395
1.974617	8.668087
1.974621	9.002532
1.975008	9.002223
1.975009	9.113705
1.97501	9.225187
1.975397	9.224879
1.975405	9.893769
1.975406	10.00525
1.975793	10.00494
1.975795	10.11642
1.975796	10.22791
1.976183	10.2276
1.976188	10.67352
1.976189	10.78501
1.976576	10.7847
1.97658	11.11914
1.976581	11.23062
1.976968	11.23032
1.976974	11.67624
1.977361	11.67594
1.977364	12.01038
1.977366	12.12186
1.977753	12.12155
1.97776	12.79044
1.977762	12.90193
1.978149	12.90162
1.978155	13.45903
1.978542	13.45872
1.978551	14.23909
1.978938	14.23878
1.978943	14.68471
1.978945	14.79619
1.979332	14.79588
1.979338	15.35329
1.979725	15.35298
1.979733	16.02187
1.98012	16.02156
1.980126	16.57897
1.980513	16.57866
1.980523	17.47052
1.98091	17.47021
1.980923	18.58503
1.980925	18.69651
1.981312	18.6962
1.981315	19.03065
1.981317	19.14213
1.981704	19.14182
1.981714	20.03367
1.982101	20.03336
1.982105	20.36781
1.982106	20.47929
1.982493	20.47898
1.982503	21.37084
1.982506	21.5938
1.982893	21.59349
1.982905	22.59683
1.982906	22.70831
1.983293	22.708
1.983301	23.37689
1.983302	23.48837
1.983689	23.48806
1.983703	24.71436
1.983704	24.82584
1.984091	24.82554
1.984103	25.82887
1.984104	25.94035
1.984491	25.94005
1.984503	26.94338
1.984504	27.05486
1.984891	27.05455
1.984905	28.28085
1.985292	28.28054
1.9853	28.94943
1.985301	29.06092
1.985688	29.06061
1.985696	29.7295
1.985697	29.84098
1.986084	29.84067
1.986095	30.73253
1.986482	30.73222
1.986497	32.07
1.986502	32.51592
1.986504	32.62741
1.986891	32.6271
1.986904	33.74191
1.987291	33.74161
1.987305	34.96791
1.987692	34.9676
1.987709	36.41686
1.98771	36.52834
1.988097	36.52803
1.988108	37.53137
1.988112	37.86581
1.988499	37.8655
1.988514	39.0918
1.988515	39.20328
1.988902	39.20298
1.988913	40.20631
1.9893	40.206
1.989315	41.4323
1.989316	41.54378
1.989703	41.54348
1.98972	42.99274
1.989721	43.10422
1.990108	43.10391
1.990122	44.33021
1.990123	44.44169
1.99051	44.44138
1.99053	46.11361
1.99054	47.00546
1.990541	47.11694
1.990928	47.11664
1.990936	47.78553
1.990937	47.89701
1.991324	47.8967
1.991326	48.00818
1.991341	49.34596
1.991343	49.45744
1.991729	49.45714
1.99174	50.34899
1.991741	50.46047
1.992128	50.46016
1.992138	51.35202
1.992525	51.35171
1.992541	52.68949
1.992928	52.68918
1.992949	54.47289
1.99295	54.58437
1.993337	54.58406
1.993348	55.5874
1.99335	55.69888
1.993737	55.69857
1.993751	56.92487
1.993752	57.03635
1.994139	57.03604
1.994148	57.81641
1.994535	57.81611
1.994549	59.0424
1.994551	59.15389
1.994552	59.26537
1.994939	59.26506
1.994954	60.60284
1.994956	60.71432
1.995343	60.71401
1.995354	61.71735
1.995741	61.71704
1.995757	63.05482
1.996144	63.05451
1.996165	64.83822
1.996166	64.9497
1.996553	64.94939
1.996564	65.95273
1.996566	66.06421
1.996953	66.0639
1.996966	67.17872
1.997353	67.17841
1.997364	68.18175
1.997371	68.73915
1.997758	68.73885
1.997763	69.18477
1.99815	69.18446
1.998164	70.41076
1.998165	70.52224
1.998552	70.52194
1.998557	70.96786
1.998944	70.96756
1.998957	72.08237
1.999344	72.08206
1.999356	73.0854
1.999743	73.08509
1.999758	74.42287
2.000145	74.42256
2.000167	76.31775
2.000554	76.31744
2.000569	77.54374
2.00057	77.65522
2.000957	77.65492
2.000971	78.88121
2.001358	78.88091
2.00137	79.88424
2.001371	79.99572
2.001758	79.99542
2.001763	80.44134
2.001764	80.55282
2.002151	80.55252
2.002158	81.10992
2.002159	81.22141
2.002546	81.2211
2.002558	82.22443
2.002945	82.22412
2.00295	82.67005
2.002951	82.78153
2.003338	82.78122
2.003352	84.00752
2.003739	84.00722
2.003744	84.45314
2.003746	84.56462
2.004133	84.56432
2.004142	85.34469
2.004529	85.34438
2.004536	86.01327
2.004923	86.01296
2.004928	86.45889
2.00493	86.57037
2.005317	86.57006
2.005322	87.01599
2.005323	87.12747
2.00571	87.12716
2.005718	87.79605
2.006105	87.79574
2.006113	88.46463
2.006114	88.57612
2.006501	88.57581
2.006506	89.02173
2.006507	89.13322
2.006894	89.13291
2.006897	89.35587
2.007284	89.35556
2.007288	89.69001
2.007289	89.80149
2.007676	89.80118
2.007677	89.91266
2.007679	90.02415
2.008066	90.02384
2.008068	90.2468
2.008069	90.35828
2.008456	90.35797
2.008458	90.46946
2.008459	90.58094
2.008846	90.58063
2.008847	90.69211
2.008848	90.80359
2.009235	90.80328
2.009241	91.24921
2.009628	91.2489
2.00963	91.47187
2.010017	91.47156
2.010018	91.58304
2.010405	91.58273
2.010407	91.69421
2.010794	91.69391
2.010795	91.80539
2.010796	91.91687
2.011183	91.91656
2.011184	92.02804
2.011571	92.02773
2.011573	92.13922
2.01196	92.13891
2.011961	92.25039
2.012348	92.25008
2.012349	92.36156
2.012736	92.36125
2.012737	92.47274
2.013124	92.47243
2.013126	92.58391
2.013513	92.5836
2.0139	92.58329
2.014286	92.58299
2.014673	92.58268
2.01506	92.58237
2.015447	92.58206
2.015834	92.58175
2.016221	92.58145
2.016608	92.58114
2.016994	92.46935
2.017381	92.46904
2.017766	92.35725
2.018152	92.24546
2.018538	92.13367
2.018923	92.02188
2.019309	91.91009
2.019695	91.7983
2.02008	91.68651
2.020467	91.6862
2.020853	91.57441
2.021239	91.46262
2.021626	91.46231
2.022011	91.35052
2.022397	91.23873
2.022783	91.12694
2.02317	91.12664
2.023555	91.01485
2.023941	90.90306
2.024326	90.79127
2.024712	90.67948
2.025098	90.56769
2.025483	90.4559
2.02587	90.45559
2.026257	90.45528
2.026643	90.34349
2.02703	90.34318
2.027417	90.34288
2.027804	90.34257
2.028191	90.34226
2.028576	90.23047
2.028963	90.23016
2.02935	90.22985
2.029736	90.11806
2.030123	90.11776
2.03051	90.11745
2.030897	90.11714
2.031284	90.11683
2.031671	90.11652
2.032058	90.11621
2.032445	90.11591
2.032832	90.1156
2.033219	90.11529
2.03322	90.22677
2.033607	90.22646
2.033994	90.22616
2.034381	90.22585
2.034382	90.33733
2.034769	90.33702
2.03477	90.4485
2.035157	90.44819
2.035544	90.44789
2.035545	90.55937
2.035932	90.55906
2.036319	90.55875
2.036321	90.67023
2.036708	90.66993
2.036709	90.78141
2.03671	90.89289
2.037097	90.89258
2.037098	91.00406
2.037485	91.00375
2.037487	91.11524
2.037874	91.11493
2.037875	91.22641
2.038262	91.2261
2.038263	91.33758
2.03865	91.33727
2.039037	91.33697
2.039038	91.44845
2.039425	91.44814
2.039427	91.55962
2.039814	91.55931
2.039815	91.6708
2.039816	91.78228
2.040203	91.78197
2.040204	91.89345
2.040206	92.00493
2.040593	92.00462
2.040594	92.11611
2.040981	92.1158
2.040982	92.22728
2.041369	92.22697
2.04137	92.33845
2.041757	92.33815
2.042144	92.33784
2.042146	92.44932
2.042533	92.44901
2.042534	92.56049
2.042535	92.67197
2.042922	92.67167
2.042923	92.78315
2.04331	92.78284
2.043312	92.89432
2.043699	92.89401
2.0437	93.00549
2.044087	93.00519
2.044088	93.11667
2.044475	93.11636
2.044476	93.22784
2.044863	93.22753
2.044865	93.33902
2.045252	93.33871
2.045253	93.45019
2.04564	93.44988
2.045641	93.56136
2.046028	93.56105
2.046029	93.67254
2.046416	93.67223
2.046418	93.78371
2.046805	93.7834
2.046806	93.89488
2.047193	93.89457
2.047194	94.00606
2.047581	94.00575
2.047582	94.11723
2.047969	94.11692
2.047971	94.2284
2.048358	94.2281
2.048359	94.33958
2.04836	94.45106
2.048747	94.45075
2.048748	94.56223
2.049135	94.56192
2.049137	94.67341
2.049524	94.6731
2.049525	94.78458
2.049912	94.78427
2.049913	94.89575
2.0503	94.89545
2.050301	95.00693
2.050688	95.00662
2.051075	95.00631
2.051077	95.11779
2.051463	95.11748
2.051465	95.22897
2.051852	95.22866
2.051853	95.34014
2.05224	95.33983
2.052241	95.45131
2.052628	95.451
2.05263	95.56249
2.053016	95.56218
2.053403	95.56187
2.053405	95.67335
2.053792	95.67304
2.053793	95.78453
2.05418	95.78422
2.054567	95.78391
2.054568	95.89539
2.054955	95.89508
2.055342	95.89477
2.055729	95.89447
2.056116	95.89416
2.056117	96.00564
2.056504	96.00533
2.056891	96.00502
2.057278	96.00472
2.057665	96.00441
2.058052	96.0041
2.058439	96.00379
2.05844	96.11527
2.058827	96.11496
2.059214	96.11466
2.059601	96.11435
2.059988	96.11404
2.060375	96.11373
2.060762	96.11342
2.061149	96.11312
2.061536	96.11281
2.061923	96.1125
2.062308	96.00071
2.062695	96.0004
2.063081	95.88861
2.063468	95.8883
2.063855	95.888
2.064241	95.77621
2.064626	95.66442
2.065013	95.66411
2.0654	95.6638
2.065787	95.66349
2.066174	95.66318
2.066561	95.66288
2.066948	95.66257
2.067335	95.66226
2.067721	95.55047
2.068106	95.43868
2.068493	95.43837
2.068879	95.32658
2.069265	95.21479
2.069651	95.21448
2.070038	95.21418
2.070424	95.10239
2.070811	95.10208
2.071197	94.99029
2.071584	94.98998
2.071969	94.87819
2.072356	94.87788
2.072743	94.87757
2.073129	94.76578
2.073516	94.76548
2.073901	94.65369
2.074287	94.5419
2.074674	94.54159
2.07506	94.4298
2.075447	94.42949
2.075832	94.3177
2.076219	94.31739
2.076605	94.2056
2.076991	94.09381
2.077378	94.0935
2.077763	93.98171
2.07815	93.98141
2.078536	93.86962
2.078923	93.86931
2.07931	93.869
2.079697	93.86869
2.080084	93.86838
2.080471	93.86808
2.080858	93.86777
2.081244	93.86746
2.08163	93.75567
2.082017	93.75536
2.082404	93.75505
2.082791	93.75475
2.083178	93.75444
2.083565	93.75413
2.083952	93.75382
2.084339	93.75351
2.084726	93.7532
2.085113	93.7529
2.0855	93.75259
2.085887	93.75228
2.086274	93.75197
2.08666	93.75166
2.087047	93.75136
2.087434	93.75105
2.087821	93.75074
2.088208	93.75043
2.088595	93.75012
2.088981	93.63833
2.089368	93.63803
2.089755	93.63772
2.089756	93.7492
2.090143	93.74889
2.090529	93.6371
2.090916	93.63679
2.091303	93.63648
2.09169	93.63618
2.092076	93.63587
2.092463	93.63556
2.09285	93.63525
2.092852	93.74673
2.093239	93.74643
2.093626	93.74612
2.094013	93.74581
2.094014	93.85729
2.094401	93.85698
2.094788	93.85667
2.095175	93.85637
2.095176	93.96785
2.095563	93.96754
2.09595	93.96723
2.096337	93.96692
2.096338	94.07841
2.096725	94.0781
2.097112	94.07779
2.097499	94.07748
2.097886	94.07717
2.098273	94.07687
2.09866	94.07656
2.099047	94.07625
2.099048	94.18773
2.099435	94.18742
2.099822	94.18711
2.100209	94.18681
2.100596	94.1865
2.100983	94.18619
2.100984	94.29767
2.101371	94.29736
2.101758	94.29706
2.102145	94.29675
2.102532	94.29644
2.102919	94.29613
2.103306	94.29582
2.103693	94.29551
2.10408	94.29521
2.104467	94.2949
2.104854	94.29459
2.105241	94.29428
2.105628	94.29397
2.106014	94.29367
2.106401	94.29336
2.106403	94.40484
2.10679	94.40453
2.107177	94.40422
2.107564	94.40391
2.107951	94.40361
2.108337	94.4033
2.108723	94.29151
2.10911	94.2912
2.109497	94.29089
2.109883	94.1791
2.11027	94.17879
2.110657	94.17849
2.111044	94.17818
2.111045	94.28966
2.111432	94.28935
2.111819	94.28904
2.112206	94.28874
2.112593	94.28843
2.11298	94.28812
2.113367	94.28781
2.113753	94.2875
2.11414	94.2872
2.114526	94.17541
2.114913	94.1751
2.1153	94.17479
2.115687	94.17448
2.116074	94.17417
2.116461	94.17386
2.116848	94.17356
2.117235	94.17325
2.117622	94.17294
2.118009	94.17263
2.118396	94.17232
2.118783	94.17202
2.119169	94.17171
2.119556	94.1714
2.119942	94.05961
2.120329	94.0593
2.120716	94.05899
2.121102	93.9472
2.121489	93.9469
2.121874	93.83511
2.122261	93.8348
2.122647	93.72301
2.123034	93.7227
2.123421	93.72239
2.123808	93.72208
2.124195	93.72178
2.12458	93.60999
2.124967	93.60968
2.125354	93.60937
2.125741	93.60906
2.126128	93.60875
2.126515	93.60844
2.126902	93.60814
2.127289	93.60783
2.127676	93.60752
2.127677	93.719
2.128064	93.71869
2.12845	93.6069
2.128837	93.6066
2.129224	93.60629
2.129609	93.4945
2.129611	93.60598
2.129998	93.60567
2.130385	93.60536
2.13077	93.49357
2.131156	93.38178
2.131543	93.38148
2.13193	93.38117
2.132317	93.38086
2.132702	93.26907
2.133089	93.26876
2.133476	93.26845
2.133863	93.26815
2.134249	93.15636
2.134636	93.15605
2.135023	93.15574
2.135408	93.04395
2.135795	93.04364
2.136182	93.04333
2.136569	93.04302
2.136956	93.04272
2.137343	93.04241
2.13773	93.0421
2.138117	93.04179
2.138118	93.15327
2.138505	93.15297
2.138892	93.15266
2.139279	93.15235
2.139666	93.15204
2.140053	93.15173
2.14044	93.15143
2.140827	93.15112
2.141214	93.15081
2.141601	93.1505
2.141988	93.15019
2.142375	93.14988
2.142762	93.14958
2.143149	93.14927
2.143536	93.14896
2.143923	93.14865
2.14431	93.14834
2.144697	93.14804
2.145084	93.14773
2.145085	93.25921
2.145472	93.2589
2.145859	93.25859
2.146244	93.1468
2.146631	93.1465
2.147018	93.14619
2.14702	93.25767
2.147407	93.25736
2.147793	93.25705
2.14818	93.25674
2.148567	93.25644
2.148954	93.25613
2.149341	93.25582
2.149343	93.3673
2.14973	93.36699
2.150116	93.36669
2.150503	93.36638
2.150505	93.47786
2.150892	93.47755
2.151279	93.47724
2.151666	93.47693
2.151667	93.58842
2.152054	93.58811
2.152441	93.5878
2.152828	93.58749
2.153215	93.58718
2.153602	93.58688
2.153989	93.58657
2.154376	93.58626
2.154762	93.58595
2.154764	93.69743
2.155151	93.69712
2.155538	93.69682
2.155925	93.69651
2.156312	93.6962
2.156697	93.58441
2.156699	93.69589
2.157085	93.69558
2.157472	93.69528
2.157859	93.69497
2.158246	93.69466
2.158633	93.69435
2.15902	93.69404
2.159022	93.80553
2.159408	93.80522
2.159795	93.80491
2.159797	93.91639
2.160184	93.91608
2.160571	93.91577
2.160572	94.02726
2.160959	94.02695
2.161346	94.02664
2.161733	94.02633
2.161734	94.13781
2.162121	94.13751
2.162508	94.1372
2.162895	94.13689
2.162896	94.24837
2.163283	94.24806
2.16367	94.24775
2.164057	94.24745
2.164058	94.35893
2.164445	94.35862
2.164832	94.35831
2.164834	94.46979
2.16522	94.46949
2.165607	94.46918
2.165994	94.46887
2.166381	94.46856
2.166768	94.46825
2.167155	94.46794
2.167542	94.46764
2.167929	94.46733
2.168316	94.46702
2.168317	94.5785
2.168704	94.57819
2.169091	94.57789
2.169478	94.57758
2.169865	94.57727
2.170252	94.57696
2.170639	94.57665
2.171026	94.57634
2.171413	94.57604
2.1718	94.57573
2.172187	94.57542
2.172574	94.57511
2.172961	94.5748
2.173348	94.5745
2.173733	94.46271
2.17412	94.4624
2.174507	94.46209
2.174894	94.46178
2.174896	94.57326
2.175282	94.57296
2.175669	94.57265
2.176056	94.57234
2.176442	94.46055
2.176443	94.57203
2.17683	94.57172
2.177216	94.45993
2.177603	94.45963
2.177604	94.57111
2.177991	94.5708
2.177992	94.68228
2.178379	94.68197
2.178381	94.79345
2.178768	94.79315
2.179155	94.79284
2.17954	94.68105
2.179927	94.68074
2.180314	94.68043
2.1807	94.56864
2.181087	94.56833
2.181474	94.56803
2.181861	94.56772
2.182248	94.56741
2.182635	94.5671
2.183022	94.56679
2.183408	94.56648
2.183795	94.56618
2.184182	94.56587
2.184569	94.56556
2.184956	94.56525
2.184958	94.67673
2.185345	94.67643
2.185731	94.67612
2.186117	94.56433
2.186503	94.45254
2.186888	94.34075
2.187275	94.34044
2.187662	94.34013
2.188048	94.22834
2.188049	94.33982
2.188436	94.33952
2.188823	94.33921
2.18921	94.3389
2.189597	94.33859
2.189984	94.33828
2.190371	94.33798
2.190758	94.33767
2.191145	94.33736
2.191532	94.33705
2.191917	94.22526
2.192304	94.22495
2.192306	94.33643
2.192693	94.33613
2.19308	94.33582
2.193467	94.33551
2.193854	94.3352
2.194239	94.22341
2.194626	94.2231
2.195013	94.2228
2.195399	94.11101
2.195786	94.1107
2.196173	94.11039
2.19656	94.11008
2.196947	94.10977
2.197333	94.10947
2.19772	94.10916
2.198107	94.10885
2.198494	94.10854
2.198881	94.10823
2.199268	94.10792
2.199655	94.10762
2.200042	94.10731
2.200428	93.99552
2.200815	93.99521
2.201202	93.9949
2.201589	93.99459
2.201976	93.99429
2.202363	93.99398
2.20275	93.99367
2.203136	93.99336
2.203523	93.99305
2.20391	93.99275
2.204297	93.99244
2.204684	93.99213
2.205071	93.99182
2.205458	93.99151
2.205845	93.9912
2.206232	93.9909
2.206619	93.99059
2.207006	93.99028
2.207393	93.98997
2.20778	93.98966
2.208167	93.98936
2.208554	93.98905
2.208941	93.98874
2.209328	93.98843
