# Wavelength	Transmission
4.647191	89.26554
4.648054	89.15254
4.648918	89.03955
4.649782	89.03955
4.650644	88.81356
4.651507	88.70056
4.652371	88.58757
4.653233	88.36158
4.654097	88.36158
4.65496	88.24859
4.655823	88.13559
4.656687	88.0226
4.657551	88.0226
4.658414	87.9096
4.659277	87.79661
4.660141	87.79661
4.661005	87.68362
4.661868	87.57062
4.662731	87.45763
4.663593	87.23164
4.664457	87.11864
4.665321	87.11864
4.666184	87.00565
4.667047	86.89266
4.667911	86.89266
4.668774	86.66667
4.669638	86.66667
4.670501	86.55367
4.671365	86.55367
4.672229	86.55367
4.673094	86.55367
4.673958	86.55367
4.674822	86.55367
4.675686	86.55367
4.67655	86.55367
4.677415	86.55367
4.678278	86.44068
4.679142	86.44068
4.680005	86.32768
4.680869	86.32768
4.681734	86.32768
4.682598	86.32768
4.683463	86.44068
4.684327	86.44068
4.685192	86.55367
4.686056	86.44068
4.68692	86.44068
4.687784	86.44068
4.688648	86.44068
4.689512	86.44068
4.690378	86.55367
4.691242	86.55367
4.692106	86.55367
4.69297	86.55367
4.693834	86.55367
4.694699	86.55367
4.695563	86.55367
4.696427	86.55367
4.697291	86.55367
4.698156	86.66667
4.699021	86.66667
4.699886	86.77966
4.700751	86.89266
4.701616	87.00565
4.70248	87.00565
4.703344	87.00565
4.70421	87.11864
4.705075	87.23164
4.705939	87.23164
4.706806	87.57062
4.707671	87.68362
4.708536	87.68362
4.709401	87.79661
4.710265	87.79661
4.711129	87.79661
4.711993	87.79661
4.712858	87.79661
4.713724	88.0226
4.714588	88.0226
4.715453	88.13559
4.716317	88.13559
4.717182	88.24859
4.718047	88.24859
4.718911	88.24859
4.719775	88.24859
4.720639	88.24859
4.721503	88.24859
4.722369	88.36158
4.723233	88.36158
4.724097	88.36158
4.724962	88.47458
4.725826	88.47458
4.726691	88.58757
4.727556	88.58757
4.72842	88.58757
4.729284	88.58757
4.730148	88.58757
4.731012	88.47458
4.731875	88.36158
4.732738	88.24859
4.733601	88.13559
4.734465	88.13559
4.735329	88.0226
4.736192	87.9096
4.737055	87.79661
4.737919	87.79661
4.738783	87.79661
4.739647	87.68362
4.74051	87.57062
4.741373	87.45763
4.742235	87.23164
4.743098	87.00565
4.74396	86.77966
4.744822	86.55367
4.745683	86.21469
4.746545	85.87571
4.747407	85.64972
4.748268	85.31073
4.74913	85.08475
4.749992	84.74576
4.750853	84.40678
4.751715	84.18079
4.752576	83.84181
4.753436	83.27684
4.754296	82.82486
4.755156	82.37288
4.756018	82.0339
4.756876	81.35593
4.757735	80.79096
4.758596	80.33898
4.759455	79.77401
4.760313	79.09605
4.761175	78.87006
4.762033	78.0791
4.762892	77.51412
4.76375	76.83616
4.764607	75.9322
4.765465	75.25424
4.766325	74.80226
4.767181	73.78531
4.76804	73.22034
4.768892	71.75141
4.76975	71.07345
4.770605	70.0565
4.771462	69.15254
4.772319	68.36158
4.773169	66.66667
4.774019	65.08475
4.774877	64.29379
4.77573	63.05085
4.776585	61.9209
4.777442	61.12994
4.778297	60.11299
4.779151	58.87006
4.780009	58.19209
4.780857	56.27119
4.78171	55.02825
4.782564	53.78531
4.78342	52.88136
4.784272	51.52542
4.785129	50.62147
4.78598	49.15254
4.786839	48.47458
4.787688	46.77966
4.788538	45.08475
4.789394	44.18079
4.790246	42.71186
4.791098	41.35593
4.791956	40.67797
4.792815	40
4.793667	38.64407
4.794521	37.40113
4.795381	36.94915
4.796239	36.27119
4.797096	35.36723
4.797946	33.78531
4.7988	32.54237
4.799666	32.76836
4.800493	28.47458
4.80135	27.68362
4.802209	27.00565
4.803062	25.76271
4.803919	24.85876
4.804775	23.9548
4.80563	22.93785
4.806489	22.25989
4.807342	21.01695
4.8082	20.33898
4.809061	19.88701
4.809918	19.09605
4.810774	18.0791
4.81163	17.17514
4.812486	16.27119
4.813346	15.70621
4.814205	15.14124
4.815063	14.46328
4.815922	13.78531
4.816781	13.22034
4.817641	12.76836
4.818501	12.31638
4.819362	11.86441
4.820222	11.41243
4.821079	10.62147
4.82194	10.16949
4.822802	9.943503
4.823663	9.60452
4.824525	9.378531
4.825383	8.587571
4.826245	8.361582
4.827102	7.570621
4.827964	7.231638
4.828824	6.779661
4.829687	6.666667
4.830549	6.440678
4.831411	6.101695
4.832272	5.762712
4.833133	5.423729
4.833992	4.745763
4.834854	4.519774
4.835716	4.293785
4.836579	4.180791
4.837443	4.067797
4.838306	3.954802
4.839167	3.615819
4.840029	3.389831
4.840891	3.050847
4.841754	2.937853
4.842618	2.937853
4.843482	2.937853
4.844345	2.824859
4.84521	2.824859
4.846073	2.711864
4.846937	2.711864
4.847801	2.711864
4.848664	2.59887
4.849529	2.59887
4.850392	2.485876
4.851255	2.372881
4.852118	2.259887
4.852982	2.146893
4.853845	2.033898
4.854708	1.920904
4.855572	1.920904
4.856435	1.80791
4.857299	1.694915
4.858162	1.581921
4.859026	1.581921
4.859889	1.468927
4.860752	1.355932
4.861616	1.242938
4.86248	1.242938
4.863343	1.129944
4.864206	1.016949
4.86507	0.9039548
4.865934	0.9039548
4.866798	0.9039548
4.867662	0.9039548
4.868526	0.9039548
4.86939	0.7909605
4.870254	0.7909605
4.871118	0.7909605
4.871981	0.6779661
4.872845	0.6779661
4.873709	0.5649718
4.874573	0.5649718
4.875437	0.5649718
4.876301	0.5649718
4.877165	0.5649718
4.87803	0.5649718
4.878894	0.5649718
4.879758	0.5649718
4.880622	0.5649718
4.881486	0.5649718
4.882351	0.5649718
4.883215	0.5649718
4.884078	0.4519774
4.884942	0.4519774
4.885805	0.3389831
4.886669	0.2259887
4.887533	0.2259887
4.888396	0.1129944
4.88926	0.1129944
4.890124	0.1129944
4.890989	0.1129944
4.891853	0.1129944
4.892717	0.1129944
4.89358	0
4.894444	0
4.895309	0
4.896173	0
4.897038	0.1129944
4.897902	0.1129944
4.898766	0.1129944
4.899631	0.1129944
4.900495	0.1129944
4.901359	0.1129944
4.902223	0.1129944
4.903087	0.1129944
4.903952	0.1129944
4.904817	0.2259887
4.905681	0.2259887
4.906545	0.2259887
4.907409	0.2259887
4.908274	0.2259887
4.909138	0.2259887
4.910002	0.2259887
4.910865	0.1129944
4.911729	0.1129944
4.912594	0.1129944
4.913457	0
4.914321	0
4.915185	0
4.916049	0
4.916914	0
4.917778	0
4.918642	0
4.919506	0
4.92037	0
4.921235	0
4.922099	0
4.922963	0
4.923827	0
4.924691	0
4.925556	0
4.92642	0
4.927284	0
4.928148	0
4.929012	0
4.929877	0
4.930741	0
4.931605	0
4.93247	0.1129944
4.933335	0.2259887
4.934199	0.2259887
4.935065	0.3389831
4.935929	0.3389831
4.936793	0.3389831
4.937656	0.2259887
4.93852	0.2259887
4.939385	0.2259887
4.940249	0.2259887
4.941112	0.1129944
4.941976	0.1129944
4.94284	0.1129944
4.943705	0.1129944
4.944569	0.1129944
4.945433	0.1129944
4.946296	0
4.94716	0
4.948025	0
4.948889	0
4.949753	0
4.950617	0
4.951481	0
4.952346	0
4.95321	0
4.954074	0
4.954938	0
4.955802	0
4.956667	0
4.957531	0
4.958395	0
4.959259	0
4.960123	0
4.960988	0
4.961852	0
4.962717	0.1129944
4.963581	0.1129944
4.964445	0.1129944
4.96531	0.1129944
4.966174	0.1129944
4.967038	0.1129944
4.967902	0.1129944
4.968766	0.1129944
4.969631	0.1129944
4.970495	0.1129944
4.971358	0
4.972222	0
4.973086	0
4.973951	0
4.974815	0
4.975679	0
4.976543	0
4.977407	0
4.978272	0
4.979136	0
4.98	0
4.980864	0
4.981728	0
4.982593	0
4.983457	0
4.984321	0
4.985185	0
4.986049	0
4.986914	0
4.987778	0
4.988642	0
4.989506	0
4.99037	0
4.991235	0
4.992099	0
4.992963	0
4.993827	0
4.994691	0
4.995557	0.1129944
4.996421	0.1129944
4.997285	0.1129944
4.998149	0.1129944
4.999013	0.1129944
4.999878	0.1129944
5.000742	0.1129944
5.001606	0.1129944
5.00247	0.1129944
5.003334	0.1129944
5.004198	0
5.005062	0
5.005926	0
5.00679	0
5.007654	0
5.008519	0
5.009383	0
5.010247	0
5.011111	0
5.011976	0.1129944
5.01284	0.1129944
5.013705	0.1129944
5.014569	0.1129944
5.015433	0.1129944
5.016297	0.1129944
5.01716	0
5.018025	0
5.018889	0
5.019753	0
5.020617	0
5.021481	0
5.022346	0
5.02321	0
5.024074	0
5.024939	0.1129944
5.025803	0.1129944
5.026668	0.1129944
5.027532	0.1129944
5.028396	0.1129944
5.02926	0.1129944
5.030124	0.1129944
5.030989	0.1129944
5.031853	0.1129944
5.032716	0
5.03358	0
5.034444	0
5.035309	0
5.036173	0
5.037037	0
5.037901	0
5.038765	0
5.039631	0.1129944
5.040495	0.1129944
5.04136	0.2259887
5.042224	0.2259887
5.043088	0.2259887
5.043952	0.1129944
5.044816	0.1129944
5.04568	0.1129944
5.046543	0
5.047407	0
5.048272	0
5.049136	0
5.05	0
5.050864	0
5.051728	0
5.052593	0
5.053457	0
5.054321	0
5.055185	0
5.056049	0
5.056914	0
5.057778	0
5.058642	0
5.059506	0
5.06037	0
5.061235	0
5.062099	0
5.062963	0
5.063827	0
5.064691	0
5.065556	0
5.06642	0
5.067284	0
5.068148	0
5.069012	0
5.069877	0
5.070741	0
5.071605	0
5.072469	0
5.073333	0
5.074199	0.1129944
5.075063	0.1129944
5.075927	0.1129944
5.076791	0.1129944
5.077654	0
5.078519	0
5.079383	0
5.080247	0
5.081111	0
5.081975	0
5.08284	0
5.083704	0
5.084568	0
5.085432	0
5.086296	0
5.08716	0
5.088025	0
5.088889	0
5.089753	0
5.090617	0
5.091481	0
5.092346	0
5.09321	0
5.094074	0
5.094938	0
5.095802	0
5.096667	0
5.097531	0
5.098395	0
5.099259	0
5.100123	0
5.100988	0
5.101852	0
5.102716	0
5.10358	0
5.104445	0.1129944
5.10531	0.1129944
5.106174	0.1129944
5.107038	0.1129944
5.107902	0.1129944
5.108766	0.1129944
5.109631	0.1129944
5.110494	0
5.111358	0
5.112222	0
5.113086	0
5.113951	0
5.114815	0
5.115679	0
5.116543	0
5.117407	0
5.118272	0
5.119136	0
5.12	0
5.120864	0
5.121729	0.1129944
5.122594	0.1129944
5.123458	0.1129944
5.124322	0.1129944
5.125186	0.1129944
5.12605	0.1129944
5.126915	0.1129944
5.127779	0.1129944
5.128643	0.1129944
5.129506	0
5.13037	0
5.131235	0
5.132099	0
5.132963	0
5.133827	0
5.134691	0
5.135556	0
5.13642	0
5.137284	0
5.138148	0
5.139012	0
5.139877	0
5.140742	0.1129944
5.141606	0.1129944
5.14247	0.1129944
5.143334	0.1129944
5.144199	0.1129944
5.145062	0
5.145926	0
5.14679	0
5.147654	0
5.148519	0
5.149383	0
5.150247	0
5.151111	0
5.151975	0
5.15284	0
5.153705	0.1129944
5.154569	0.1129944
5.155433	0.1129944
5.156297	0.1129944
5.157161	0.1129944
5.158026	0.1129944
5.15889	0.1129944
5.159754	0.1129944
5.160617	0
5.161481	0
5.162346	0
5.16321	0
5.164074	0
5.164938	0
5.165802	0
5.166667	0
5.167531	0
5.168395	0
5.169259	0
5.170123	0
5.170988	0
5.171852	0
5.172716	0
5.17358	0
5.174444	0
5.175309	0
5.176173	0
5.177037	0
5.177901	0
5.178765	0
5.17963	0
5.180494	0
5.181358	0
5.182222	0
5.183086	0
5.183951	0
5.184816	0.1129944
5.18568	0.1129944
5.186544	0.1129944
5.187408	0.1129944
5.188273	0.1129944
5.189137	0.1129944
5.190001	0.1129944
5.190865	0.1129944
5.191729	0.1129944
5.192593	0
5.193457	0
5.194321	0
5.195185	0
5.196049	0
5.196914	0
5.197778	0
5.198642	0
5.199507	0.1129944
5.200371	0.1129944
5.201236	0.1129944
5.2021	0.1129944
5.202964	0.1129944
5.203828	0.1129944
5.204692	0.1129944
5.205557	0.1129944
5.206421	0.1129944
5.207285	0.1129944
5.208149	0.1129944
5.209013	0.1129944
5.209878	0.1129944
5.210741	0
5.211605	0
5.212469	0
5.213333	0
5.214198	0
5.215062	0
5.215926	0
5.21679	0
5.217654	0
5.218519	0
5.219383	0
5.220247	0
5.221111	0
5.221975	0
5.22284	0
5.223704	0
5.224568	0
5.225432	0
5.226296	0
5.22716	0
5.228025	0
5.228889	0
5.229753	0
5.230617	0
5.231481	0
5.232346	0
5.23321	0
5.234074	0
5.234938	0
5.235802	0
5.236667	0
5.237531	0
5.238395	0
5.239259	0
5.240123	0
5.240988	0
5.241852	0
5.242716	0
5.24358	0
5.244444	0
5.245309	0
5.246173	0
5.247037	0
5.247901	0
5.248765	0
5.24963	0
5.250494	0
5.251358	0
5.252222	0
5.253086	0
5.253951	0
5.254815	0
5.255679	0
5.256543	0
5.257407	0
5.258272	0
5.259136	0
5.26	0
5.260864	0
5.261728	0
5.262593	0
5.263457	0
5.264321	0
5.265185	0
5.266049	0
5.266914	0
5.267778	0
5.268642	0
5.269506	0
5.27037	0
5.271235	0
5.272099	0
5.272963	0
5.273827	0
5.274691	0
5.275556	0
5.27642	0
5.277284	0
5.278148	0
5.279012	0
5.279877	0
5.280741	0
5.281605	0
5.282469	0
5.283333	0
5.284198	0
5.285062	0
5.285926	0
5.28679	0
5.287654	0
5.288519	0
5.289383	0
5.290247	0
5.291111	0
5.291975	0
5.29284	0
5.293704	0
5.294568	0
5.295432	0
5.296296	0
5.29716	0
5.298025	0
5.298889	0
5.299753	0
5.300617	0
5.301481	0
5.302346	0
5.30321	0
5.304075	0.1129944
5.304939	0.1129944
5.305803	0.1129944
5.306668	0.1129944
5.307532	0.1129944
5.308396	0.1129944
5.309259	0
5.310123	0
5.310988	0
5.311852	0
5.312716	0
5.31358	0
5.314444	0
5.315309	0
5.316173	0
5.317037	0
5.317901	0
5.318765	0
5.31963	0
5.320494	0
5.321358	0
5.322223	0.1129944
5.323087	0.1129944
5.323952	0.1129944
5.324816	0.1129944
5.32568	0.1129944
5.326544	0.1129944
5.327408	0.1129944
5.328273	0.1129944
5.329137	0.1129944
5.330001	0.1129944
5.330865	0.1129944
5.331729	0.1129944
5.332594	0.1129944
5.333457	0
5.334321	0
5.335185	0
5.336049	0
5.336914	0
5.337778	0
5.338642	0
5.339506	0
5.34037	0
5.341235	0
5.342099	0
5.342963	0
5.343827	0
5.344691	0
5.345556	0
5.34642	0
5.347284	0
5.348148	0
5.349012	0
5.349877	0
5.350741	0
5.351605	0
5.352469	0
5.353333	0
5.354198	0
5.355062	0
5.355926	0
5.35679	0
5.357654	0
5.358519	0
5.359383	0
5.360247	0
5.361111	0
5.361975	0
5.36284	0
5.363704	0
5.364568	0
5.365432	0
5.366296	0
5.36716	0
5.368025	0
5.368889	0
5.369753	0
5.370617	0
5.371481	0
5.372346	0
5.37321	0
5.374074	0
5.374938	0
5.375802	0
5.376667	0
5.377531	0
5.378395	0
5.379259	0
5.380123	0
5.380988	0
5.381852	0
5.382716	0
5.38358	0
5.384444	0
5.385309	0
5.386173	0
5.387037	0
5.387901	0
5.388765	0
5.38963	0
5.390494	0
5.391358	0
5.392222	0
5.392222	0
